职位名称,详细链接,工作地点,薪资,公司名称,经验要求,学历,福利,职位信息
python开发,https://www.lagou.com/jobs/6492797.html,青浦区,12k-16k,上海兆殷特科技有限公司,3-5年,大专,五险一金，加班补贴，打车报销,1. 熟练掌握python基础语法2. 熟练使用django restframework框架3. 熟练使用pythton redis mysql操作4. 熟练使用celery异步框架5. 熟练使用linux操作系统6. 熟练使用js css html7. 熟练使用vue框架8. 至少有一个完整的项目经验
Python开发工程师,https://www.lagou.com/jobs/6492663.html,浦东新区,18k-20k,苏州旺满信息科技有限公司,3-5年,本科,双休，五险一金，一年两次调薪，过节费,岗位职责：1. 熟悉Python语言的基本使用以及各种高级特性。2. 熟悉常见算法的python实现。3. 熟悉各种常见网络协议。4. 具有清晰的逻辑思维能力，较好的沟通表达能力，能够将问题深入浅出地讲解出来。任职要求：1.三年及以上Python一线软件开发工作经验，计算机及软件相关专业本科或以上毕业2.编程基础扎实， 熟练使用Python语言，精通Python全栈开发3.熟悉Python Linux运维开发4.有Python网络爬虫相关开发经验优先5.有Python数据分析、机器学习，Spark ML、TensorFlow相关经验的优先6.熟悉Tableau、Power BI、Qlikview等工具优先7.能独立解决问题，承受较强的工作压力，本岗位需要常驻上海地区。
python开发工程师,https://www.lagou.com/jobs/6133743.html,长宁区,15k-25k,秒针信息技术有限公司,3-5年,本科,福利待遇 发展前景,工作内容：1.负责基础数据及通用数据资产建设，通过数据+算法+工程化能力，处理、萃取和自动化加工数据，服务AI和BI场景。2.参与大数据基础架构和技术体系的规划建设，包括统一采集、数据资产建设与管理和数据质量及稳定性保障体系等。任职要求：1.精通数据仓库建模、ETL设计开发，有数据质量与数据治理相关经验。2.有从事分布式数据存储与计算平台应用开发经验，站在全局基础数据和通用数据建设角度，耐得住短期无业务结果的寂寞。3.具备实际的大数据业务开发经验，熟悉Hadoop/Spark/Flink等流批数据处理的开发经验。3.具备实时流计算数据开发经验，尝试过流批数据处理与融合，及全栈开发经验优先。4.具备一定的Python语言的开发能力，具备机器学习算法能力尤佳。5.良好的思维逻辑性和语言表达能力，以及良好的项目沟通和协调能力。
高级python开发,https://www.lagou.com/jobs/6487703.html,浦东新区,20k-40k,互道信息技术（上海）有限公司,3-5年,大专,"技术前沿,大数据平台",岗位职责：1.负责零售行业人、货、场的企业数据应用系统的中后台设计和开发；2.负责制定产品研发计划，跟踪并保障产品研发进度，按计划完成产品迭代； 3.配合项目需求进行项目的分析、设计和开发工作，确保项目按时、按质推进;4.积极了解业界相关新技术及发展趋势，有选择的引进合适的技术来加强、完善平台架构与功能；5.负责定期带领团队进行技术分析，制订相关的技术解决方案； 任职要求：1.计算机相关专业本科以上学历；三年以上相关工作经验;2.精通Python开发，3年以上Python开发经验，熟悉基于Python代码的性能分析和优化；3.熟悉Redis，MongoDB，RabbitMQ等，并具备实际的业务落地经验；4.精通面向对象分析和设计技术，熟悉设计模式、UML建模等；5.具备优秀的编程习惯，具备较强的研发与设计能力；有代码洁癖者优先；6.具备缜密的逻辑思维，具备优秀的分析、解决问题的能力；有大型项目技术管理经验者优先；7.熟悉数据库事务和锁机制，有基于关系型数据库开发大型应用的经验；有基于PostgreSQL开发经验者优先；8.具备良好的服务意识、责任心、较强的学习能力、优秀的团队沟通与协作能力、能承受一定的工作压力；9.具备高并发、高负载、高可用性的产品或项目开发设计经验者优先；10.有良好的文档组织及编写能力，具备产品各阶段相关文档（技术可行性分析，技术设计方案、接口文档等）的编写经验者优先；
python,https://www.lagou.com/jobs/6495837.html,浦东新区,1k-2k,上海卿钊互联网科技有限公司,3-5年,不限,找技术合伙人：时间自由 有项目开发,技术合伙人懂vue和python优先，不限学历，不限背景，有本地生活服务.电商.收银系统供应链管理系统开发经验优先，我们有主要工作利用周末或则节假日开发，无薪资、无报酬我们没钱、没房、没存款有实力愿意加入可以签股权协议（这是一张饼）欢迎进一步沟通
python,https://www.lagou.com/jobs/6089793.html,青浦区,15k-25k,圆通速递有限公司,3-5年,本科,上市公司，前景好，晋升空间广阔，待遇好,岗位职责：1.参与自动化运维平台开发和建设2.参与自动化发布平台CI\CD开发和建设3.参与统一监控平台开发和建设4.参与运维工具开发和建设5.参与cmdb开发和建设任职要求：1.精通Flask/Django或者其他Python Web开发框架，熟悉常用设计模式2.熟练使用mysql，熟悉mysql的各种存储引擎，熟悉索引工作原理3.精通 celery 等队列工具的开发使用4.熟悉多种开源组件有的kafka、redis 、RabbitMq 使用5.熟悉开源监控软件Nagios/Zabbix/Cacti/Prometheus一种或以上的部署和应用经验优先6.熟悉Linux系统，具备编写shell脚本能力7.熟悉网络基础、TCP/IP、HTTP等协议，熟悉操作系统原理
Python开发（自动化运维方向）,https://www.lagou.com/jobs/6347974.html,浦东新区,15k-25k,上海亦存网络科技有限公司,1-3年,本科,前沿技术驱动；年终奖丰厚；技术大牛,"工作内容：该岗位主要负责坚果云企业版与其他已有产品的维护工作，主要包括自动化技术的研究， 服务的部署与维护，运维工具的开发，为技术服务同事提供支持。 岗位要求:1. 掌握至少一种编程语言, Python, Shell 等;2. 熟悉 Linux 操作系统, 了解进程/线程, Cgroup, namespace 等;3. 熟悉网络知识, 熟悉 HTTP, TCP/IP 协议;4. 熟悉至少一种集群自动化管理工具, Puppet, Ansible, Fabric 等; 5. 快速定位问题的能力, 能独立分析解决技术问题, 乐于学习新技术;6. 良好的沟通能力和合作精神。 加分技能:1. 熟悉虚拟化技术, LXC, Docker, Vbox/Vagrant 等;2. 有个人技术博客, 或者 StackOverflow 较高积分。"
Python开发工程师,https://www.lagou.com/jobs/3990588.html,徐汇区,15k-25k,上海斯干网络科技有限公司,3-5年,本科,"上升空间,技术大牛,漫展免费进,福利多多",岗位职责：1、参与后台接口的设计和开发。2、设计数据接入的处理流程，以便从不同的数据源获取数据，并开发相关程序及服务。3、根据需求，完成数据可视化。岗位要求:1、有2年以上后台开发经验，本科及以上学历，211，985学校毕业优先。2、熟练使用Unix/Linux操作系统，熟悉常用的shell/python，必须不局限于某一项特定的开发技术，需要能够根据环境快速适应新技术。3、熟悉数据库技术，如MSSQL、Mysql，熟悉SQL查询的优化。4、有强烈的责任心，和良好的团队协作能力。
Python工程师,https://www.lagou.com/jobs/4123246.html,浦东新区,13k-20k,互道信息技术（上海）有限公司,3-5年,本科,"技术前沿,大数据平台",岗位职责：1.负责SaaS系统后台设计和开发;2.积极了解业界相关新技术及发展趋势，有选择的引进来加强完善平台架构与功能;3.配合前端开发人员进行应用及系统整合； 任职要求：1.计算机相关专业本科以上学历；2.精通Python，3年以上开发经验、2年以上专职Python开发经验，熟悉基于Python代码的性能分析和优化；3.具备优秀的编程习惯，具备较强的研发与设计能力，有代码洁癖者优先；4.具备缜密的逻辑思维，具备优秀的分析、解决问题的能力；有技术管理经验者优先；5.熟悉数据库事务和锁机制，有基于关系型数据库开发大型应用的经验；有基于PostgreSQL开发经验者优先；6.具备良好的服务意识、责任心、较强的学习能力、优秀的团队沟通与协作能力、能承受一定的工作压力；
python开发工程师,https://www.lagou.com/jobs/6369035.html,徐汇区,15k-25k,魔珐（上海）信息科技有限公司,3-5年,本科,"明星团队,顶级科学家,顶级风投,期权丰厚",岗位职责：1，与相关人员沟通产品与项目需求2，完成具体项目中前后端开发工作任职要求：1，熟悉Python，至少熟悉一种Python的后台开发工具，例如Django、Flask等2，熟悉js，至少熟悉一种常见的前端开发框架，例如Vue、React等3，至少熟悉一种常见的数据库，例如MySQL、PG等4，3年以上工作经验，本科以上学历，沟通能力优秀加分项：1，了解一种异步任务处理框架，例如Celery等2，了解一种分布式存储系统，例如HDFS、Ceph等3，了解一种分布式计算系统，例如MapReduce、Spark等4，了解一种配置管理系统，例如saltstack、puppey、ansible等
Python开发工程师,https://www.lagou.com/jobs/5977096.html,浦东新区,15k-30k,达而观信息科技（上海）有限公司,3-5年,本科,核心系统 人工智能 专业培训 前沿技术,参与RPA核心系统平台（Studio、任务调度系统和软件机器人）的设计和开发；岗位要求：1、 本科及以上学历，熟悉Node JS、GO、Python、C++至少一种语言；2、熟悉Linux或Windows编程；3、熟悉计算机基础算法优先；4、对新技术敏感，求知欲强，能快速学习并具备较强的技术领悟能力。RPA（Robotic Process Automation），机器人流程自动化，又可以称为虚拟劳动力或数字化劳动力，是一种智能化软件平台，通过模拟并增强人类与计算机的交互过程，实现工作流程中的自动化。达观智能RPA平台融合自有的OCR和NLP技术，可迅速实现业务提效，将重复性劳动进行自动化处理，高效低门槛连接不同业务系统，让财务、税务、金融、人力资源、信息技术、保险、客服、运营商、制造等行业在业务流程上实现自动化智能升级。
Python开发工程师,https://www.lagou.com/jobs/2108656.html,浦东新区,15k-30k,上海进馨网络科技有限公司,5-10年,本科,发展前景大、工作氛围好、技术牛人多,工作内容：1. 参与软件项目周期的大部分工作，包括分析、设计、开发及后续部署运维等工作； 2. 能够根据项目的实际需要，进行技术方案的分析、选型； 3. 发现和解决系统开发中存在的技术问题，解决关键的技术难题；岗位要求：1、本科及以上学历，计算机/软件工程/信息管理/计算机应用等理工专业；2、五年以上Python开发经验，三年以上Python服务端开发经验；3、熟练掌握Django或者其他Python Web开发框架，熟悉HTML、JS、CSS、jQuery等Web开发者优先；4、具备数据库设计能力，熟练掌握MySQL者优先；5、熟悉Twisted框架，了解TCP/IP、网络、多线程、多进程、协程编程、异步编程模型，了解线程安全和线程可见性，能编写正确且高效的并发代码；6、熟悉Linux操作系统，熟悉Apache/Tomcat/Ngnix等Web Server的部署和应用；7、具备良好的编码习惯及开发文档书写习惯；8、具有优秀的团队合作和沟通协作能力，善于学习，乐于分享，能承受较大工作压力。
Python开发（2020校招）,https://www.lagou.com/jobs/6391782.html,浦东新区,12k-20k,达而观信息科技（上海）有限公司,不限,本科,六险一金 AI项目 专业培训,参与公司核心系统的设计和开发；岗位要求：1、 本科及以上学历，熟悉Python、Node JS、GO、C++、JAVA等任何一种语言；2、熟悉Linux或Windows编程；3、熟悉计算机基础算法优先；4、对新技术敏感，求知欲强，能快速学习并具备较强的技术领悟能力。
Python 开发工程师,https://www.lagou.com/jobs/6406816.html,闵行区,15k-25k,天津英才酷信息科技有限公司,3-5年,大专,五险一金，带薪年假，员工旅游，技能培训,"工作职责：负责公司大型python数据采集系统前端、后端功能和模块接口的开发；参与python和搜索系统的前后技术框架、实施计划，负责技术规范的设计和实施；不断提高产品的质量、性能和稳定性，并对其进行优化；完成新功能和模块的开发，学习和研究新技术，不断满足新产品的需求；领导团队成员进行任务分割、对接和技术评估。任职资格：2年以上的软件开发经验精通Python，J2EE, spring MVC, Hibernate.优秀的调试技能任何前端技能，如jquery，easyui是加分项。 熟悉Linux和MySQL。乐于学习关于网络和python的新技能具有在敏捷环境中工作的经验较强的人际交往、影响和沟通能力做事认真负责，有强的组织能力，并且有出色的写作和沟通能力具有出色的软件经验与成熟优秀的作品。能够在快节奏、高压的环境中高效工作基础英语技巧。"
python开发工程师,https://www.lagou.com/jobs/6086135.html,静安区,10k-20k,江曲投资咨询（上海）有限公司,1-3年,本科,活力团队，技术牛人,"岗位职责:* 根据需求，进行后端API的设计和开发* 对已有系统进行维护* 完成Test Case编写，保证代码质量* 监控系统性能，对性能进行优化 岗位要求：* 至少具有三年以上Python网站开发经验* 至少熟悉一种Python框架* 熟悉MySQL数据库设计和查询优化, 会ORM框架sqlalchemy更好* 熟悉基于Rabbitmq的开发* 熟悉ElasticSearch索引的创建和查询* 具有较强分析和解决问题的能力* 具有较强API设计的能力* 具有英文技术文档读写的能力"
python开发,https://www.lagou.com/jobs/6389262.html,闵行区,12k-23k,上海灏程信息科技有限公司,5-10年,大专,扁平化管理、优质办公环境、生日及过节红包,"1、负责公司用户端业务接口的功能开发和代码维护，能独立完成子系统和功能模块开发，编写完整的接口文档；2、根据需求制定技术方案，项目计划以及开发,学习研究最新技术，并将之应用到工作当中3、根据产品需求，进行系统设计和编码, 持续对系统架构进行改造和优化4、具备良好的编码习惯，结构清晰，命名规范，逻辑性强，代码冗余率低；岗位要求：1、5年及以上Python开发经验，熟练Flask，Django, Sanic, Sqlalchemy，Celery等主流框架, 深入理解框架实现原理及特性, 熟练使用python的常用库, 熟悉网络爬虫2、熟悉Internet常用协议，如HTTP、TCP/IP、熟悉MySQL、Redis等，具备数据库应用、设计能力3、理解并能应用RESTFul规范,具备较强的编程能力和良好的编码风格4、熟练掌握Python语言及web相关技术栈5、善于团队合作与管理，对新技术有强烈的探索欲望，责任心强，能够承受工作压力，有强烈的责任心6、了解异步框架Async,集群与负载均衡,消息中间件等技术7、资深体育迷，精通NBA、篮球、足球者优先办公地点：上海市闵行区新龙路1333弄万科七宝国际21栋60号（9号线中春路6号口出）"
Python开发工程师,https://www.lagou.com/jobs/6122997.html,徐汇区,10k-20k,上海数旦信息技术有限公司,1-3年,本科,"年终奖金,股票期权,优秀团队,金融科技",【岗位职责】1、负责后端功能的开发、性能优化和单元测试2、负责后端相关文档编写3、参与后端的需求和设计讨论【任职要求】1、全日制本科及以上学历，计算机或相关专业2、熟悉Python，编程功底扎实3、熟悉Linux开发环境，熟悉Redis及Mysql等数据库4、具备极强的开发能力、学习能力和抗压能力5、国家级技术类竞赛（如数学建模、ACM）一等奖获奖者优先
Python开发工程师,https://www.lagou.com/jobs/6446544.html,普陀区,15k-25k,上海庆科信息技术有限公司,3-5年,本科,行业前景好 团队氛围好,主要职责：1、根据公司后台产品需求设计代码方案；2、编写相关的技术文档；3、编写项目代码，并完成自测；4、及时解决项目出现的技术问题；5、对项目代码进行优化；任职要求：1、具备3年以上服务端工作经验；2、熟悉Django，Flask等；3、代码风格良好，有写文档的习惯；4、熟悉SQL的使用，具备SQL优化能力；5、熟悉MongoDB，Redis等；加分项：熟悉java
python开发工程师,https://www.lagou.com/jobs/6475904.html,黄浦区,20k-40k,上海谷露软件有限公司,不限,本科,公司氛围好，大牛多，成长空间大,
Python工程师,https://www.lagou.com/jobs/6485697.html,浦东新区,14k-18k,上海宸安生物科技有限公司,1-3年,本科,个人发展空间大，文化open，扁平化管理,"Python工程师 工作职责：1. 配合团队其他成员进行算法落地开发2. 负责相关领域的数据收集和结构化3. 负责人工智能产品技术及相关平台开发 任职要求：1. 精通python,并熟悉Python生态圈的各种工具包，比如：numpy, scipy, matplotlib,scikit-learn,Flask等2. 熟悉Linux操作系统，包括但不限于Git, Docker, Shell等3. 熟悉常规的数据结构，熟练使用数据库mysql4. 有良好的编程风格，能书写规范的的代码5. 自我学习能力强，有较强的工作责任心和沟通协调能力加分项：熟练调用GPU资源进行运算"
python开发（驻场国泰君安）,https://www.lagou.com/jobs/6477081.html,浦东新区,15k-24k,上海博鼠信息科技有限公司,3-5年,大专,不加班/长期稳定/上下班有班车,1.负责接口自动化工具的开发和维护；  2.负责测试环境持续集成工具脚本开发和维护；  3.完成CICD持续交付全链路脚本开发和维护； 任职资格  1、专科以上学历，计算机或计算机相关专业；  2、3年以上相关工作经验；  3、熟练掌握Python、Flask、Flask-restful并且熟悉接口自动化工具开发（Python方向）；  4、有较强的分析设计能力和方案整合能力，有自动化接口测试、性能测试相关经验者优先；  5、熟悉Linux操作系统命令、数据库SQL；  6、掌握Java、Jmeter、PostMan者优先；  7、掌握Jenkins Pipeline编写、shell、js、beanshell script优先；  8、学习能力强者优先； 9、具备优秀的沟通和协调能力，良好的团队合作能力和执行力，责任心强，学习新技术和新业务的能力强，能承受工作压力
python开发,https://www.lagou.com/jobs/5943422.html,浦东新区,12k-18k,上海华钦信息科技股份有限公司,3-5年,不限,薪资福利好，发展空间大,1. 计算机相关专业，统招学信网可查2. 一年以上Python开发经验3. 有数据挖掘经验优先考虑4. 英语读写OK，能开口讲
python,https://www.lagou.com/jobs/6038726.html,浦东新区,16k-25k,上海华钦信息科技股份有限公司,3-5年,本科,"待遇高,环境好,有前景",外企职位，4以上经验，英语读写ok，口语敢说
Python开发（自动化测试）,https://www.lagou.com/jobs/6233871.html,虹口区,15k-25k,上海维信荟智金融科技有限公司,3-5年,本科,上市公司，带薪年假，试用期全薪，年终多薪,工作职责:1、参与公司业务需求分析，深入了解需求说明书，找出项目中存在的问题及缺陷，并评估改进方案是否合理； 2、根据测试流程及规范，制定测试计划、编写测试用例和脚本  ；3、制定自动化测试方案计划，开发自动化脚本，分析测试结果，提交测试报告 ；4、测试工具系统的研究和应用，培训指导初级测试工程师开展工作；5、具有python开发Mock及接口自动化测试平台的经验。任职资格:1、统招全日制本科学历，计算机相关专业，5年以上的测试经验（其中2年以上自动化测试经验）2、熟悉基本的软件测试流程，方法和规范，能编写测试计划，测试用例和测试报告3、熟练掌握自动化测试工具Selenium，有自动化测试框架设计经验4、熟悉数据库操作，使用过Oracle，SQLServer、Mysql、Redis、MongoDB任意一种数据库，熟悉SQL脚本的编写5、熟悉常用脚本语言：Python、Shell，熟悉java，.Net者加分，有开发经验优先考虑6、踏实肯干，能承受一定的工作压力，思路清晰、有良好的语言表达能力，做事积极主动，有较强责任心
python开发工程师（英语流利）,https://www.lagou.com/jobs/6468558.html,黄浦区,18k-22k,上海华钦信息科技股份有限公司,3-5年,本科,团队氛围好，发展空间大，无加班,"Familiar Linux platformFamiliar with one or more software development language, includingShell ScriptPythonPerlJavaJavaScriptCSSFamiliar with one or more database software, includingMySQLMongoDBFamiliar with WebGUI developmentUnderstand network fundaments, includingSwitching fundamentalsRouting fundamentalsTCP/IP fundamentalsHands-on experience on network routers, switches, firewalls or load balancer devices is a big plusHands-on experience to setup open source SIEM or monitor solution, like ELK, Splunk, Nagios, Zabbix, Grafana is a plusExperience with Ansible or NetBrain is a plusWorkable English, able to communicate with foreign peer with confidenceFast learnerGood team player"
Python开发工程师,https://www.lagou.com/jobs/6110022.html,徐汇区,20k-40k,竹间智能科技（上海）有限公司,3-5年,本科,"发展空间大,弹性工作",职位描述：1.  负责领域数据集收集并结构化；2.  通过机器学习方法抽取数据集特征、关联、依赖等信息；3.  负责人工智能产品技术及云平台产品开发。  任职资格：1.  本科及以上学历，计算机相关专业，3年以上相关经验。2.  具有扎实的 Python 经验，熟悉 Python 生态圈的各种工具包，比如 Scrapy，Flask，Requests，Pandas，Jupyter、Numpy、Scipy、Matplotlib、scikit-learn 等。3.  熟悉 Linux 操作系统以及业内常用的开源工具包括但不限于 Git、Docker、Shell 等。4.  熟悉线性代数、概率论与数理统计，对数据有一定敏感性。5.  熟悉分布式系统如 Hadoop、Spark、Kubernetes 等优先。6.  悉深度学习框架如 Tensorflow、Caffe、Pytorch 等优先。7.  熟悉中文自然语言处理相关技术如分词、词性标注、句法依存树、语义角色标注等优先。
Python开发(J12921),https://www.lagou.com/jobs/6393253.html,黄浦区,10k-15k,深圳市银雁金融服务有限公司,1-3年,本科,社保，公积金,"工作职责:        1.掌握使用C、Python中的一种        2.掌握java""script""+css+html+Ajax等前端技术，掌握jQuery，Vue中的一种js框架        3.掌握Web中absolute、fixed、relative、static常用布局，了解bootstrap，具备框架理解能力        4.熟悉使用Django、Flask框架中的一种        5.能独立完成网站前后端开发,独立完成网站的部署        6.掌握使用git工具     任职资格:1.能够适应不断变化的更新 / 扩展 / 改版需求，同时处理多个项目  2.对页面布局具有一定的理解，注重细节，善于分析并改善用户视觉及操作体"
python开发工程师,https://www.lagou.com/jobs/5952662.html,浦东新区,15k-25k,全美在线（北京）教育科技股份有限公司,3-5年,本科,公司正规 团队氛围好 领导好 午餐补助,岗位职责：1、 负责互联网网站产品开发；2、 参与产品设计、架构设计和代码编写；3、 负责问题排查、调试、性能调优等开发相关工作。 岗位要求：1、 大学本科以上学历，信息技术等相关专业，学习能力强；2、 精通Python语言，熟悉Django开发框架，有2年以上开发经验；3、 了解HTML5，JavaScript，CSS3 等前端技术；4、 熟悉MySQL、MongoDB数据库、数据建模、数据处理调优；5、 熟悉Linux环境下的开发环境；6、 熟练掌握git代码管理工具和敏捷开发流程；7、 习惯阅读英文技术文档；
Python开发工程师 SH,https://www.lagou.com/jobs/6331156.html,黄浦区,15k-30k,上海茗日智能科技有限公司,1-3年,本科,人工智能、前沿科技、技术大牛、弹性工作,"任职要求:1、二类本科以上学历；2、英语六级以上水平；3、精通Python语言，具有扎实的计算机基础和编程能力，熟悉常见的算法与数据结构，具有优秀的逻辑思维能力。4、熟悉Tornado框架开发, 熟悉HTTP与Websocket协议, 熟练掌握MySQL等主流数据库。5、熟悉Linux、Git、Web开发流程, 熟悉RESTful API设计，有过互联网业务系统或相关技术产品开发经验。6、有良好的编程风格，能够书写规范、优质的代码。7、自我学习能力强，有较强的工作责任心和良好的沟通协调能力，能够快速定位问题并高效解决问题。8、加分项：即时通信系统、智能对话系统、服务平台化相关开发经验。我们是谁：- 我们是一家尚处于Stealth mode的初创企业。- 我们使用人工智能来打造真正有价值的服务，详细看法见《人工智障2:你看到的AI与智能无关》 https://mp.weixin.qq.com/s/tFcVohNjdhvBE_INQk9muQ （所有岗位申请者必看，未看勿投，以节约彼此时间）- 我们即将进入高速增长期，希望能招募彼此认同的团队成员来加速这个过程。我们的客户：- 我们在和世界100强的跨国企业共同打造下一代的智能化服务。- 他们是在各自行业里最顶尖的品牌和企业，已披露的商用客户包括宝马集团和Visa。- 这些顶尖的品牌正在面向未来设计智能化的服务，我们很高兴能成为其中的关键队友。你会得到：1、参与世界顶尖品牌最前沿的智能化项目的经验，类似“xx的第一个人工智能服务”。2、与这些顶尖企业的创新部门和前沿研发部门，组成联合团队共同探索跨时代的产品。3、通过你的产品设计或代码直接影响那些大品牌的终端用户群。4、获得大量的可供迅速成长的空间。如果你对我们感兴趣：1、烦请确认你符合上述【任职要求】的必须项；2、请在联系我们前，仔细阅读【公司介绍】；"
Python开发工程师（研发效率方向）,https://www.lagou.com/jobs/6149940.html,闵行区,25k-50k,北京字节跳动科技有限公司,3-5年,本科,六险一金，弹性工作，免费三餐，租房补贴,
python开发,https://www.lagou.com/jobs/6423933.html,浦东新区,15k-30k,上海昌投网络科技有限公司,1-3年,不限,五险一金 年终奖 周末双休 扁平管理,"岗位职责： 1、负责按照选定的技术路线，用Python编程实现系统服务器端的业务流程；2、负责数据收集机器人的开发工作，大数据相关自动化平台开发；3、根据项目任务计划按时完成软件编码和单元测试工作。任职要求： 1、全日制本科以上，计算机相关专业，扎实的计算机基础知识，2年以上开发经验； 2、精通Python语言，熟悉Linux编程开发环境，有较强的编程能力；有java、.net经验者优先考虑；3、熟练使用一种WEB框架，例如webpy/tornado/django/flask,熟悉常用web开发组件或框架；4、熟悉HTTP、Ajax、WebSocket等相关网络协议和主流前后端通信规范；5、理解常用设计模式，具有服务器端系统开发调试和性能调优经验；6、逻辑思维优秀，有良好的沟通能力和语言表达能力。"
python开发,https://www.lagou.com/jobs/5943422.html,浦东新区,12k-18k,上海华钦信息科技股份有限公司,3-5年,不限,薪资福利好，发展空间大,1. 计算机相关专业，统招学信网可查2. 一年以上Python开发经验3. 有数据挖掘经验优先考虑4. 英语读写OK，能开口讲
Python开发经理,https://www.lagou.com/jobs/6473627.html,杨浦区,25k-30k,上海树融数据科技有限公司,3-5年,本科,"扁平化管理,快速成长,与大牛公事",岗位职责： 1、系统需求分析与设计，核心模块的开发工作；2、根据开发进度和任务分配，完成相应模块的开发、编程、测试任务；3、指导初级开发同事工作，解决关键问题、寻找技术方案。 职位要求: 1、本科以上学历，3年以上编程经验，有过项目管理或者人员管理经验； 2、精通Python语言有扎实的编码能力；3、熟练使用至少一种数据库； 4、有独立分析和解决问题的能力，有良好的团队合作精神。
Python开发工程师（2020届）,https://www.lagou.com/jobs/6473003.html,浦东新区,8k-10k,上海群之脉信息科技有限公司,应届毕业生,本科,五险一金 节日礼品 生日礼金 年度体检,"1.      人在江湖飘，一技傍身很重要。计算机相关专业，本科及以上学历，计算机基础知识扎实，懂操作系统、数据结构和算法以及计算机网络相关知识；2.      熟悉W3C标准与ES规范，熟悉Web语义化，掌握Box模型、常用布局以及浏览器兼容性；3.      熟悉Python语言的优先考虑；4.      熟悉至少一种服务端编程语言（Java, C#, PHP, Python, Node.js, Go等）；5.      对交互体验、可用性、用户体验有一定程度的理解；6.      良好的分析和解决问题的能力，较强的学习能力，良好的沟通交流能力，能快速融入团队开发；7.      诚实、正直、上进、负责，能够快速适应群硕的企业文化；8.      基本的英语听说读写能力；9.      有一定实际商业项目经验和软件工程意识者，笔芯，加分加分。"
